Kód obce,Obec,ORP,Okres,Kraj,Extent
550451,Nová Pec,Prachatice,Prachatice,Jihočeský kraj,"POLYGON((-807579.19 -1186052.25,-807579.19 -1172168.04,-794439.71 -1172168.04,-794439.71 -1186052.25,-807579.19 -1186052.25))"
546950,Nová Pláň,Bruntál,Bruntál,Moravskoslezský kraj,"POLYGON((-528497.71 -1088464.05,-528497.71 -1085927.93,-526897.43 -1085927.93,-526897.43 -1088464.05,-528497.71 -1088464.05))"
587591,Nová Říše,Telč,Jihlava,Kraj Vysočina,"POLYGON((-676525.97 -1159649.24,-676525.97 -1154970.98,-671680 -1154970.98,-671680 -1159649.24,-676525.97 -1159649.24))"
555398,Nová Role,Karlovy Vary,Karlovy Vary,Karlovarský kraj,"POLYGON((-857492.18 -1008780.12,-857492.18 -1002640.74,-851353.96 -1002640.74,-851353.96 -1008780.12,-857492.18 -1008780.12))"
572608,Nová Sídla,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-617146.82 -1083213.86,-617146.82 -1080991.18,-614943.34 -1080991.18,-614943.34 -1083213.86,-617146.82 -1083213.86))"
536377,Nová Telib,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-696735.09 -1016418.44,-696735.09 -1014304.14,-693675.03 -1014304.14,-693675.03 -1016418.44,-696735.09 -1016418.44))"
546801,Nová Včelnice,Jindřichův Hradec,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-711072.23 -1146383.07,-711072.23 -1141502.79,-705842.31 -1141502.79,-705842.31 -1146383.07,-711072.23 -1146383.07))"
538558,Nová Ves,Brandýs nad Labem-Stará Boleslav,Praha-východ,Středočeský kraj,"POLYGON((-733710.8 -1030920.37,-733710.8 -1029357.65,-731585.17 -1029357.65,-731585.17 -1030920.37,-733710.8 -1030920.37))"
535648,Nová Ves,České Budějovice,České Budějovice,Jihočeský kraj,"POLYGON((-753067.12 -1174598.03,-753067.12 -1170978.56,-750561.69 -1170978.56,-750561.69 -1174598.03,-753067.12 -1174598.03))"
513661,Nová Ves,Český Krumlov,Český Krumlov,Jihočeský kraj,"POLYGON((-774831.42 -1169062.07,-774831.42 -1164631.64,-770926.35 -1164631.64,-770926.35 -1169062.07,-774831.42 -1169062.07))"
599131,Nová Ves,Domažlice,Domažlice,Plzeňský kraj,"POLYGON((-854696.03 -1110046.82,-854696.03 -1106816.35,-851935.8 -1106816.35,-851935.8 -1110046.82,-854696.03 -1110046.82))"
583502,Nová Ves,Ivančice,Brno-venkov,Jihomoravský kraj,"POLYGON((-623805.34 -1170066.04,-623805.34 -1165126.89,-619020.48 -1165126.89,-619020.48 -1170066.04,-623805.34 -1170066.04))"
576549,Nová Ves,Kostelec nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-629728.04 -1055033.15,-629728.04 -1051627.23,-625887.74 -1051627.23,-625887.74 -1055033.15,-629728.04 -1055033.15))"
535117,Nová Ves,Kralupy nad Vltavou,Mělník,Středočeský kraj,"POLYGON((-748878.47 -1020979.21,-748878.47 -1015030.3,-745650.12 -1015030.3,-745650.12 -1020979.21,-748878.47 -1020979.21))"
546593,Nová Ves,Liberec,Liberec,Liberecký kraj,"POLYGON((-692463.51 -969306.95,-692463.51 -963859.1,-688440.37 -963859.1,-688440.37 -969306.95,-692463.51 -969306.95))"
542636,Nová Ves,Louny,Louny,Ústecký kraj,"POLYGON((-782632.1 -1016619.52,-782632.1 -1013347.04,-779878.35 -1013347.04,-779878.35 -1016619.52,-782632.1 -1016619.52))"
560561,Nová Ves,Sokolov,Sokolov,Karlovarský kraj,"POLYGON((-863167.59 -1031810.5,-863167.59 -1024414.79,-855672.9 -1024414.79,-855672.9 -1031810.5,-863167.59 -1031810.5))"
540269,Nová Ves,Stod,Plzeň-jih,Plzeňský kraj,"POLYGON((-831537.79 -1076686.46,-831537.79 -1073910.04,-828457.4 -1073910.04,-828457.4 -1076686.46,-831537.79 -1076686.46))"
560201,Nová Ves,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-809314.7 -1136619.15,-809314.7 -1134154.62,-804734.4 -1134154.62,-804734.4 -1136619.15,-809314.7 -1136619.15))"
591246,Nová Ves,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-657297.43 -1149173.44,-657297.43 -1146570.48,-654383.61 -1146570.48,-654383.61 -1149173.44,-657297.43 -1149173.44))"
596213,Nová Ves,Velké Meziříčí,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-627979.7 -1136667.97,-627979.7 -1134245.42,-624367.15 -1134245.42,-624367.15 -1136667.97,-627979.7 -1136667.97))"
533530,Nová Ves I,Kolín,Kolín,Středočeský kraj,"POLYGON((-692993.85 -1055600.75,-692993.85 -1051229.06,-689139.5 -1051229.06,-689139.5 -1055600.75,-692993.85 -1055600.75))"
562360,Nová Ves nad Lužnicí,Třeboň,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-728282.65 -1192019.89,-728282.65 -1184965.56,-722044.34 -1184965.56,-722044.34 -1192019.89,-728282.65 -1192019.89))"
563731,Nová Ves nad Nisou,Jablonec nad Nisou,Jablonec nad Nisou,Liberecký kraj,"POLYGON((-678759.91 -982135.33,-678759.91 -978782.64,-676153.87 -978782.64,-676153.87 -982135.33,-678759.91 -982135.33))"
577341,Nová Ves nad Popelkou,Semily,Semily,Liberecký kraj,"POLYGON((-668586.69 -1006641.65,-668586.69 -1001877.09,-664613.66 -1001877.09,-664613.66 -1006641.65,-668586.69 -1006641.65))"
540889,Nová Ves pod Pleší,Dobříš,Příbram,Středočeský kraj,"POLYGON((-761290.35 -1071663.74,-761290.35 -1067591.11,-755635.37 -1067591.11,-755635.37 -1071663.74,-761290.35 -1071663.74))"
571806,Nová Ves u Bakova,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-702800.24 -1003717.7,-702800.24 -1001041.09,-700342.48 -1001041.09,-700342.48 -1003717.7,-702800.24 -1003717.7))"
569160,Nová Ves u Chotěboře,Chotěboř,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-662470.18 -1093755.57,-662470.18 -1088957.9,-657965.83 -1088957.9,-657965.83 -1093755.57,-662470.18 -1093755.57))"
552763,Nová Ves u Chýnova,Tábor,Tábor,Jihočeský kraj,"POLYGON((-728880.94 -1124862.24,-728880.94 -1120767.7,-726023.88 -1120767.7,-726023.88 -1124862.24,-728880.94 -1124862.24))"
572438,Nová Ves u Jarošova,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-623455.15 -1087088.01,-623455.15 -1085155.74,-621525.75 -1085155.74,-621525.75 -1087088.01,-623455.15 -1087088.01))"
569151,Nová Ves u Leštiny,Havlíčkův Brod,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-679544.18 -1086563.83,-679544.18 -1083692.14,-675605.54 -1083692.14,-675605.54 -1086563.83,-679544.18 -1086563.83))"
563455,Nová Ves u Mladé Vožice,Tábor,Tábor,Jihočeský kraj,"POLYGON((-731701.52 -1108978.44,-731701.52 -1105132.96,-726474.11 -1105132.96,-726474.11 -1108978.44,-731701.52 -1108978.44))"
596221,Nová Ves u Nového Města na Moravě,Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-633340.2 -1120301.82,-633340.2 -1117552.56,-628970.5 -1117552.56,-628970.5 -1120301.82,-633340.2 -1120301.82))"
555266,Nová Ves u Světlé,Světlá nad Sázavou,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-678565.41 -1102716.68,-678565.41 -1098707.25,-674900.13 -1098707.25,-674900.13 -1102716.68,-678565.41 -1102716.68))"
567329,Nová Ves v Horách,Litvínov,Most,Ústecký kraj,"POLYGON((-805106.44 -981683.46,-805106.44 -973374.53,-796881.43 -973374.53,-796881.43 -981683.46,-805106.44 -981683.46))"
583511,Nové Bránice,Ivančice,Brno-venkov,Jihomoravský kraj,"POLYGON((-614708.22 -1174717.43,-614708.22 -1172351.74,-610978.88 -1172351.74,-610978.88 -1174717.43,-614708.22 -1174717.43))"
540897,Nové Dvory,Dobříš,Příbram,Středočeský kraj,"POLYGON((-754439.02 -1074963.31,-754439.02 -1071539.87,-750092.89 -1071539.87,-750092.89 -1074963.31,-754439.02 -1074963.31))"
534242,Nové Dvory,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-682104.74 -1065993.07,-682104.74 -1061231.84,-678638.08 -1061231.84,-678638.08 -1065993.07,-682104.74 -1065993.07))"
565342,Nové Dvory,Roudnice nad Labem,Litoměřice,Ústecký kraj,"POLYGON((-756131.02 -1003469.83,-756131.02 -999988.75,-752719.91 -999988.75,-752719.91 -1003469.83,-756131.02 -1003469.83))"
587974,Nové Dvory,Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-653462.45 -1115193.92,-653462.45 -1112382.07,-649543.63 -1112382.07,-649543.63 -1115193.92,-653462.45 -1115193.92))"
506494,Nové Hamry,Karlovy Vary,Karlovy Vary,Karlovarský kraj,"POLYGON((-863215.34 -996527.4,-863215.34 -988350.69,-855254.8 -988350.69,-855254.8 -996527.4,-863215.34 -996527.4))"
569551,Nové Heřminovy,Bruntál,Bruntál,Moravskoslezský kraj,"POLYGON((-524098.23 -1077571.72,-524098.23 -1072864.06,-519539.35 -1072864.06,-519539.35 -1077571.72,-524098.23 -1077571.72))"
544868,Nové Hrady,Trhové Sviny,České Budějovice,Jihočeský kraj,"POLYGON((-739276.49 -1196140.69,-739276.49 -1180853.75,-726911.86 -1180853.75,-726911.86 -1196140.69,-739276.49 -1196140.69))"
571920,Nové Hrady,Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,"POLYGON((-625456.12 -1086716.29,-625456.12 -1083074.69,-622155.66 -1083074.69,-622155.66 -1086716.29,-625456.12 -1086716.29))"
561568,Nové Hutě,Vimperk,Prachatice,Jihočeský kraj,"POLYGON((-819148.13 -1154620.93,-819148.13 -1147199.5,-812960.16 -1147199.5,-812960.16 -1154620.93,-819148.13 -1154620.93))"
512893,Nové Lublice,Vítkov,Opava,Moravskoslezský kraj,"POLYGON((-515673.61 -1096578.42,-515673.61 -1093403.96,-511751.23 -1093403.96,-511751.23 -1096578.42,-515673.61 -1096578.42))"
570494,Nové Město,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-667689.55 -1048132.31,-667689.55 -1043138.59,-663881.24 -1043138.59,-663881.24 -1048132.31,-667689.55 -1048132.31))"
574279,Nové Město nad Metují,Nové Město nad Metují,Náchod,Královéhradecký kraj,"POLYGON((-620081.56 -1032461.36,-620081.56 -1026187.83,-613859.23 -1026187.83,-613859.23 -1032461.36,-620081.56 -1032461.36))"
596230,Nové Město na Moravě,Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-637159.99 -1121040.29,-637159.99 -1108593.81,-626566.49 -1108593.81,-626566.49 -1121040.29,-637159.99 -1121040.29))"
564265,Nové Město pod Smrkem,Frýdlant,Liberec,Liberecký kraj,"POLYGON((-678468.85 -962349.66,-678468.85 -955449.8,-670730.72 -955449.8,-670730.72 -962349.66,-678468.85 -962349.66))"
558176,Nové Mitrovice,Blovice,Plzeň-jih,Plzeňský kraj,"POLYGON((-808210.52 -1092684.93,-808210.52 -1087141.41,-800230.84 -1087141.41,-800230.84 -1092684.93,-808210.52 -1092684.93))"
596248,Nové Sady,Velké Meziříčí,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-628303.83 -1148018.94,-628303.83 -1145596.45,-625745.62 -1145596.45,-625745.62 -1148018.94,-628303.83 -1148018.94))"
593443,Nové Sady,Vyškov,Vyškov,Jihomoravský kraj,"POLYGON((-575146.46 -1140637.97,-575146.46 -1138250.14,-573227.05 -1138250.14,-573227.05 -1140637.97,-575146.46 -1140637.97))"
555274,Nové Sedlice,Opava,Opava,Moravskoslezský kraj,"POLYGON((-490719.36 -1093313.09,-490719.36 -1091177.01,-489311.45 -1091177.01,-489311.45 -1093313.09,-490719.36 -1093313.09))"
560570,Nové Sedlo,Sokolov,Sokolov,Karlovarský kraj,"POLYGON((-862865 -1014465.39,-862865 -1009556.49,-857242.02 -1009556.49,-857242.02 -1014465.39,-862865 -1014465.39))"
566519,Nové Sedlo,Žatec,Louny,Ústecký kraj,"POLYGON((-809793.25 -1010292.25,-809793.25 -1001977.12,-803373.69 -1001977.12,-803373.69 -1010292.25,-809793.25 -1010292.25))"
542164,Nové Strašecí,Rakovník,Rakovník,Středočeský kraj,"POLYGON((-781322.21 -1033443.05,-781322.21 -1028408.41,-775888.28 -1028408.41,-775888.28 -1033443.05,-781322.21 -1033443.05))"
591254,Nové Syrovice,Moravské Budějovice,Třebíč,Kraj Vysočina,"POLYGON((-664747.54 -1177693.37,-664747.54 -1171323.97,-657971.05 -1171323.97,-657971.05 -1177693.37,-664747.54 -1177693.37))"
596256,Nové Veselí,Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-646588.09 -1121378.45,-646588.09 -1116868.12,-642454.88 -1116868.12,-642454.88 -1121378.45,-646588.09 -1121378.45))"
561851,Noviny pod Ralskem,Česká Lípa,Česká Lípa,Liberecký kraj,"POLYGON((-712442.4 -982432.29,-712442.4 -977796.8,-708263.23 -977796.8,-708263.23 -982432.29,-712442.4 -982432.29))"
567752,Novosedlice,Teplice,Teplice,Ústecký kraj,"POLYGON((-776989.02 -974977.77,-776989.02 -973045.98,-775599.35 -973045.98,-775599.35 -974977.77,-776989.02 -974977.77))"
584746,Novosedly,Mikulov,Břeclav,Jihomoravský kraj,"POLYGON((-612845.29 -1202601.24,-612845.29 -1197105.9,-607083.35 -1197105.9,-607083.35 -1202601.24,-612845.29 -1202601.24))"
551554,Novosedly,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-802053.11 -1130317.57,-802053.11 -1125451.18,-797819.6 -1125451.18,-797819.6 -1130317.57,-802053.11 -1130317.57))"
546844,Novosedly nad Nežárkou,Třeboň,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-733277.86 -1163093.97,-733277.86 -1151884.26,-725434.21 -1151884.26,-725434.21 -1163093.97,-733277.86 -1163093.97))"
561860,Nový Bor,Nový Bor,Česká Lípa,Liberecký kraj,"POLYGON((-724962.78 -975949.17,-724962.78 -966614.81,-721037.06 -966614.81,-721037.06 -975949.17,-724962.78 -975949.17))"
570508,Nový Bydžov,Nový Bydžov,Hradec Králové,Královéhradecký kraj,"POLYGON((-673521.95 -1040305.5,-673521.95 -1033870.53,-660673.75 -1033870.53,-660673.75 -1040305.5,-673521.95 -1040305.5))"
542181,Nový Dům,Rakovník,Rakovník,Středočeský kraj,"POLYGON((-786550.14 -1038714.16,-786550.14 -1035110.84,-783504.31 -1035110.84,-783504.31 -1038714.16,-786550.14 -1038714.16))"
599654,Nový Dvůr,Nymburk,Nymburk,Středočeský kraj,"POLYGON((-692843.4 -1034515.25,-692843.4 -1032703.23,-690455.49 -1032703.23,-690455.49 -1034515.25,-692843.4 -1034515.25))"
574287,Nový Hrádek,Náchod,Náchod,Královéhradecký kraj,"POLYGON((-611476.89 -1030672.32,-611476.89 -1026777.69,-607038.82 -1026777.69,-607038.82 -1030672.32,-611476.89 -1030672.32))"
544566,Nový Hrozenkov,Vsetín,Vsetín,Zlínský kraj,"POLYGON((-484666.38 -1161532.73,-484666.38 -1151109.19,-477921.38 -1151109.19,-477921.38 -1161532.73,-484666.38 -1161532.73))"
531600,Nový Jáchymov,Beroun,Beroun,Středočeský kraj,"POLYGON((-780574.57 -1050924.21,-780574.57 -1048612.49,-776037.96 -1048612.49,-776037.96 -1050924.21,-780574.57 -1050924.21))"
599191,Nový Jičín,Nový Jičín,Nový Jičín,Moravskoslezský kraj,"POLYGON((-496361.04 -1132594.64,-496361.04 -1124886.33,-488115.63 -1124886.33,-488115.63 -1132594.64,-496361.04 -1132594.64))"
596264,Nový Jimramov,Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-625462.84 -1110187.48,-625462.84 -1107346.43,-622549.23 -1107346.43,-622549.23 -1110187.48,-625462.84 -1110187.48))"
540901,Nový Knín,Dobříš,Příbram,Středočeský kraj,"POLYGON((-761923.68 -1080063.03,-761923.68 -1073082.53,-753360.47 -1073082.53,-753360.47 -1080063.03,-761923.68 -1080063.03))"
554707,Nový Kostel,Cheb,Cheb,Karlovarský kraj,"POLYGON((-883794.71 -1013801.96,-883794.71 -1004287.26,-876096.31 -1004287.26,-876096.31 -1013801.96,-883794.71 -1013801.96))"
554057,Nový Kramolín,Domažlice,Domažlice,Plzeňský kraj,"POLYGON((-872278.12 -1094662.93,-872278.12 -1092095.54,-866381.35 -1092095.54,-866381.35 -1094662.93,-872278.12 -1094662.93))"
540501,Nový Malín,Šumperk,Šumperk,Olomoucký kraj,"POLYGON((-561306.53 -1085266.61,-561306.53 -1078547.05,-553593.03 -1078547.05,-553593.03 -1085266.61,-561306.53 -1085266.61))"
561878,Nový Oldřichov,Česká Lípa,Česká Lípa,Liberecký kraj,"POLYGON((-732700.12 -969935.89,-732700.12 -967581.76,-729865.77 -967581.76,-729865.77 -969935.89,-732700.12 -969935.89))"
574295,Nový Ples,Jaroměř,Náchod,Královéhradecký kraj,"POLYGON((-633802.12 -1033277.12,-633802.12 -1029249.18,-630019.16 -1029249.18,-630019.16 -1033277.12,-633802.12 -1033277.12))"
586463,Nový Poddvorov,Hodonín,Hodonín,Jihomoravský kraj,"POLYGON((-577109.85 -1201583.11,-577109.85 -1198898.87,-574581.19 -1198898.87,-574581.19 -1201583.11,-577109.85 -1201583.11))"
584754,Nový Přerov,Mikulov,Břeclav,Jihomoravský kraj,"POLYGON((-613439.8 -1203919.39,-613439.8 -1201521,-608284.42 -1201521,-608284.42 -1203919.39,-613439.8 -1203919.39))"
548464,Nový Rychnov,Pelhřimov,Pelhřimov,Kraj Vysočina,"POLYGON((-691092.51 -1132450.62,-691092.51 -1125553.84,-682007.7 -1125553.84,-682007.7 -1132450.62,-691092.51 -1132450.62))"
587729,Nový Šaldorf-Sedlešovice,Znojmo,Znojmo,Jihomoravský kraj,"POLYGON((-645328.94 -1199848.05,-645328.94 -1193977.84,-641908.53 -1193977.84,-641908.53 -1199848.05,-645328.94 -1199848.05))"
591262,Nový Telečkov,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-646214.82 -1142169.96,-646214.82 -1139217.73,-643932.05 -1139217.73,-643932.05 -1142169.96,-646214.82 -1142169.96))"
538566,Nový Vestec,Brandýs nad Labem-Stará Boleslav,Praha-východ,Středočeský kraj,"POLYGON((-722485.4 -1036507.32,-722485.4 -1034658.66,-719446.22 -1034658.66,-719446.22 -1036507.32,-722485.4 -1036507.32))"
531618,Nučice,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-761489.83 -1050430.23,-761489.83 -1047346.15,-755934.9 -1047346.15,-755934.9 -1050430.23,-761489.83 -1050430.23))"
533548,Nučice,Říčany,Praha-východ,Středočeský kraj,"POLYGON((-713360.12 -1062898.91,-713360.12 -1060504.46,-710179.86 -1060504.46,-710179.86 -1062898.91,-713360.12 -1062898.91))"
564907,Nupaky,Říčany,Praha-východ,Středočeský kraj,"POLYGON((-732293 -1056966.81,-732293 -1054133.13,-730424.35 -1054133.13,-730424.35 -1056966.81,-732293 -1056966.81))"
507091,Nýdek,Třinec,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-439246.17 -1130252.16,-439246.17 -1121149.23,-433691.9 -1121149.23,-433691.9 -1130252.16,-439246.17 -1130252.16))"
596272,Nyklovice,Bystřice nad Pernštejnem,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-613770.77 -1114608.05,-613770.77 -1112143.98,-611615.9 -1112143.98,-611615.9 -1114608.05,-613770.77 -1114608.05))"
537004,Nymburk,Nymburk,Nymburk,Středočeský kraj,"POLYGON((-700561.48 -1041281.46,-700561.48 -1034997.73,-694340.43 -1034997.73,-694340.43 -1041281.46,-700561.48 -1041281.46))"
559300,Nýřany,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-839047.67 -1073245.32,-839047.67 -1066486.55,-832485.58 -1066486.55,-832485.58 -1073245.32,-839047.67 -1073245.32))"
582107,Nýrov,Boskovice,Blansko,Jihomoravský kraj,"POLYGON((-601252.24 -1125689.38,-601252.24 -1122602.96,-596270.13 -1122602.96,-596270.13 -1125689.38,-601252.24 -1125689.38))"
556831,Nýrsko,Klatovy,Klatovy,Plzeňský kraj,"POLYGON((-849449.97 -1125610.97,-849449.97 -1113647.28,-842234.13 -1113647.28,-842234.13 -1125610.97,-849449.97 -1125610.97))"
513571,Občov,Příbram,Příbram,Středočeský kraj,"POLYGON((-775099.47 -1081982.49,-775099.47 -1079940.75,-772512.52 -1079940.75,-772512.52 -1081982.49,-775099.47 -1081982.49))"
540935,Obecnice,Příbram,Příbram,Středočeský kraj,"POLYGON((-790280.59 -1084702.91,-790280.59 -1076158.73,-780833.05 -1076158.73,-780833.05 -1084702.91,-790280.59 -1084702.91))"
589799,Obědkovice,Prostějov,Prostějov,Olomoucký kraj,"POLYGON((-552379.12 -1144549.97,-552379.12 -1142514.61,-550611.46 -1142514.61,-550611.46 -1144549.97,-552379.12 -1144549.97))"
548065,Obědovice,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-660697.66 -1047142.68,-660697.66 -1044432.14,-658500.3 -1044432.14,-658500.3 -1047142.68,-660697.66 -1047142.68))"
582115,Obora,Boskovice,Blansko,Jihomoravský kraj,"POLYGON((-596570.73 -1133008.35,-596570.73 -1130772.86,-593298.52 -1130772.86,-593298.52 -1133008.35,-596570.73 -1133008.35))"
559318,Obora,Kralovice,Plzeň-sever,Plzeňský kraj,"POLYGON((-819252.55 -1056259.72,-819252.55 -1051600.5,-814123.21 -1051600.5,-814123.21 -1056259.72,-819252.55 -1056259.72))"
542580,Obora,Louny,Louny,Ústecký kraj,"POLYGON((-778876.63 -1008144.51,-778876.63 -1005187.79,-775521.48 -1005187.79,-775521.48 -1008144.51,-778876.63 -1008144.51))"
541443,Obora,Tachov,Tachov,Plzeňský kraj,"POLYGON((-886470.67 -1056272.15,-886470.67 -1051994.03,-878674.06 -1051994.03,-878674.06 -1056272.15,-886470.67 -1056272.15))"
540951,Obořiště,Dobříš,Příbram,Středočeský kraj,"POLYGON((-768863.45 -1080199.58,-768863.45 -1075693.23,-765895.46 -1075693.23,-765895.46 -1080199.58,-768863.45 -1080199.58))"
569577,Oborná,Bruntál,Bruntál,Moravskoslezský kraj,"POLYGON((-525794.93 -1079608.14,-525794.93 -1076170.29,-523289.16 -1076170.29,-523289.16 -1079608.14,-525794.93 -1079608.14))"
540943,Obory,Příbram,Příbram,Středočeský kraj,"POLYGON((-767662.35 -1087773.6,-767662.35 -1083563.54,-761752.6 -1083563.54,-761752.6 -1087773.6,-767662.35 -1087773.6))"
548472,Obrataň,Pacov,Pelhřimov,Kraj Vysočina,"POLYGON((-718656.61 -1125544.56,-718656.61 -1118214.48,-710412.84 -1118214.48,-710412.84 -1125544.56,-718656.61 -1125544.56))"
535133,Obříství,Neratovice,Mělník,Středočeský kraj,"POLYGON((-737706.08 -1023727.82,-737706.08 -1015109.3,-734016.8 -1015109.3,-734016.8 -1023727.82,-737706.08 -1023727.82))"
567337,Obrnice,Most,Most,Ústecký kraj,"POLYGON((-788743.85 -991348.49,-788743.85 -987524.23,-785001 -987524.23,-785001 -991348.49,-788743.85 -991348.49))"
570893,Obrubce,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-695730.05 -1010823.21,-695730.05 -1007527.11,-691009.99 -1007527.11,-691009.99 -1010823.21,-695730.05 -1010823.21))"
536407,Obruby,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-691933.6 -1009994.3,-691933.6 -1006255.46,-689445.32 -1006255.46,-689445.32 -1009994.3,-691933.6 -1009994.3))"
596281,Obyčtov,Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-638899.35 -1124619.09,-638899.35 -1120071.49,-635611.55 -1120071.49,-635611.55 -1124619.09,-638899.35 -1124619.09))"
